key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate	height_map_mesh	ground_type	can_burn	audio_count_as_urban	ability_radius	shares_reload_between_emitters	togleable_icon_path	audio_construction_type_switch	audio_faction_switch	tower_group	destructible
glb_ruins_03_wall_huge_buttress_01	generic	glb_ruins_03_wall_huge_buttress_01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_ruins_03_wall_window_03	generic	glb_ruins_03_wall_window_03	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_01	incidental	glb_rural_01	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_02	incidental	glb_rural_02	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_03	incidental	glb_rural_03	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_04	incidental	glb_rural_04	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_wall_01	incidental	glb_rural_wall_01	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_wall_02	incidental	glb_rural_wall_02	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_rural_wall_03	incidental	glb_rural_wall_03	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_sidewalk_02	generic	glb_sidewalk_02	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_sidewalk_03	generic	glb_sidewalk_03	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_sidewalk_04	generic	glb_sidewalk_04	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_sidewalk_05	generic	glb_sidewalk_05	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_small_waterfall_01	generic	glb_small_waterfall_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_small_waterfall_02	generic	glb_small_waterfall_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_spiketrap_01	generic	glb_spiketrap_01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
glb_spiketrap_02	generic	glb_spiketrap_02	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
glb_spiketrap_03	generic	glb_spiketrap_03	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
glb_stairs_wooden_01	generic	glb_stairs_wooden_01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_street_light_01	incidental	glb_street_light_01	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01	incidental	glb_tent_01	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01_var2	incidental	glb_tent_01_var2	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01_var3	incidental	glb_tent_01_var3	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01_var4	incidental	glb_tent_01_var4	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01b	incidental	glb_tent_01b	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01b_var2	incidental	glb_tent_01b_var2	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01b_var3	incidental	glb_tent_01b_var3	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_01b_var4	incidental	glb_tent_01b_var4	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_02	incidental	glb_tent_02	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_02_var2	incidental	glb_tent_02_var2	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_02_var3	incidental	glb_tent_02_var3	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_02_var4	incidental	glb_tent_02_var4	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_03	incidental	glb_tent_03	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_03_var2	incidental	glb_tent_03_var2	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_03_var3	incidental	glb_tent_03_var3	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_03_var4	incidental	glb_tent_03_var4	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_04	incidental	glb_tent_04	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_04_var2	incidental	glb_tent_04_var2	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_04_var3	incidental	glb_tent_04_var3	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tent_04_var4	incidental	glb_tent_04_var4	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tower_01	generic	glb_tower_01	wood	100	wh3_settlement_tower_brt_arrow_improved	arrow_tower	100	tower_arrow	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_tower_wood_charred_01	generic	glb_tower_wood_charred_01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_los_blocker_gatehouse_60	generic	glb_wall_los_blocker_gatehouse_60	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_corner_90_internal	generic	glb_wall_platform_corner_90_internal	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_gatehouse_60	generic	glb_wall_platform_gatehouse_60	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_props_planks01	generic	glb_wall_platform_props_planks01	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_props_planks02	generic	glb_wall_platform_props_planks02	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_props_pole01	generic	glb_wall_platform_props_pole01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_props_stairs01	generic	glb_wall_platform_props_stairs01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_straight_20	generic	glb_wall_platform_straight_20	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_wall_platform_trapdoor01	generic	glb_wall_platform_trapdoor01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_water_plane_blood_15x	generic	glb_water_plane_blood_15x	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_water_plane_env_colours_300x	generic	glb_water_plane_env_colours_300x	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_water_wheel_01	generic	glb_water_wheel_01	wood	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
glb_well_01	incidental	glb_well_01	wood	100			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_bridge_110m_01	bridge	grn_bridge_110m_01	rock	15		bridge	100	bridge.png	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_bridge_32m_end_01	bridge	grn_bridge_32m_end_01	rock	15		bridge	100	bridge.png	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_cliff_of_a_nhc	generic	grn_cliff_of_a_nhc	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_cliff_of_b_nhc	generic	grn_cliff_of_b_nhc	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_cliff_of_c_nhc	generic	grn_cliff_of_c_nhc	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_crater_01	fort_wall	grn_crater_01	rock	500		fort_wall	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_crater_02	fort_wall	grn_crater_02	rock	500		fort_wall	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_crater_03	fort_wall	grn_crater_03	rock	500		fort_wall	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_housing_05	generic	grn_housing_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_pit_01	generic	grn_pit_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_plateau_b	generic	grn_plateau_b	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_tower_placement_01	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_grn_arrow	tower_arrow	100	tower_arrow	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_arrow_01	tower	grn	light_armoured_units	default
grn_tower_placement_02	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_grn_arrow_improved	tower_arrow	100	tower_arrow	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_arrow_02	tower	grn	light_armoured_units	default
grn_tower_placement_03	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_grn_giant_dungball	tower_catapult	100	tower_catapult	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_catapult_03	tower	grn	heavy_armoured_units	default
grn_tower_placement_04	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_grn_rock_idol	tower_catapult	100	tower_catapult	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_catapult_04	tower	grn	heavy_armoured_units	default
grn_wall_bridge_03	generic	grn_wall_bridge_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_wall_bridge_04	generic	grn_wall_bridge_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
grn_wall_gatehouse_60	gate	grn_wall_gatehouse_60	rock	12000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
grn_wall_gatehouse_60_02	gate	grn_wall_gatehouse_60	rock	14000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
grn_wall_gatehouse_60_03	gate	grn_wall_gatehouse_60	rock	16000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
grn_wall_straight_20	fort_wall	grn_wall_straight_20	rock	12000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
grn_wall_straight_20_02	fort_wall	grn_wall_straight_20	rock	14000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
grn_wall_straight_20_03	fort_wall	hef_wall_straight_20	rock	16000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
grn_wall_tower	fort_tower	grn_wall_tower	rock	12000	wh3_settlement_tower_grn_arrow	tower_arrow	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
grn_wall_tower_01	fort_tower	grn_wall_tower	rock	14000	wh3_settlement_tower_grn_arrow_improved	tower_arrow	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
grn_wall_tower_02	fort_tower	grn_wall_tower	rock	14000	wh3_settlement_tower_grn_giant_dungball	tower_catapult	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
grn_wall_tower_03	fort_tower	grn_wall_tower	rock	16000	wh3_settlement_tower_grn_rock_idol	tower_catapult	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
hef_bridge_110m_01	bridge	hef_bridge_110m_01	rock	15		bridge	100	bridge.png	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_bridge_32m_01	bridge	hef_bridge_32m_01	rock	15		bridge	100	bridge.png	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_hero_wall_01_curved_destroyed	generic	hef_hero_wall_01_curved_destroyed	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_hero_wall_01_destroyed	generic	hef_hero_wall_01_destroyed	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_hero_wall_01_destroyed_fragment	generic	hef_hero_wall_01_destroyed_fragment	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_infield_house_04_destroyed	generic	hef_infield_house_04_destroyed	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_statue_eagle_01	generic	hef_statue_eagle_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_tower_placement_01	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_hef_bolt	tower_piercing	100	tower_piercing	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_01	tower	hef	light_armoured_units	default
hef_tower_placement_02	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_hef_bolt_improved	tower_piercing	100	tower_piercing	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_02	tower	hef	light_armoured_units	default
hef_tower_placement_03	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_hef_magic_missile	tower_magic	100	tower_magic	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_magic_03	tower	hef	heavy_armoured_units	default
hef_tower_placement_04	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_hef_magic_missile_improved	tower_magic	100	tower_magic	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_magic_04	tower	hef	heavy_armoured_units	default
hef_wall_angled_joiner	unbreachable_fort_wall	hef_wall_angled_joiner	rock	10000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_angled_to_grid_joiner	fort_wall	hef_wall_angled_to_grid_joiner	rock	10000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_corner_90_exter	unbreachable_fort_wall	hef_wall_corner_90_exter	rock	10000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_corner_90_inter	unbreachable_fort_wall	hef_wall_corner_90_inter	rock	10000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_gatehouse_60	gate	hef_wall_gatehouse_60	rock	12000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_gatehouse_60_02	gate	hef_wall_gatehouse_60	rock	14000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_gatehouse_60_03	gate	hef_wall_gatehouse_60	rock	16000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_gatehouse_60m	gate	hef_wall_gatehouse_60m	rock	12000		gate	100	gate.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_grid_to_angled_joiner	fort_wall	hef_wall_grid_to_angled_joiner	rock	10000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_machicolation_01	generic	hef_wall_machicolation_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_merlon_01	generic	hef_wall_merlon_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_merlon_02	generic	hef_wall_merlon_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_stepdown_15m	unbreachable_fort_wall	hef_wall_stepdown_15m	rock	10000		fort_wall	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_straight_20	fort_wall	hef_wall_straight_20	rock	12000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_straight_20_02	fort_wall	hef_wall_straight_20	rock	14000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	rock	false	false	0.0000	false				default_value	default
hef_wall_straight_20_03	fort_wall	lzd_wall_straight_20	rock	16000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_straight_20_blocked	fort_wall	hef_wall_straight_20_blocked	rock	12000		fort_wall	100	wall.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
hef_wall_tower	fort_tower	hef_wall_tower	rock	12000	wh3_settlement_tower_hef_bolt	tower_piercing	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
hef_wall_tower_01	fort_tower	hef_wall_tower	rock	14000	wh3_settlement_tower_hef_bolt_improved	tower_piercing	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
hef_wall_tower_02	fort_tower	hef_wall_tower	rock	14000	wh3_settlement_tower_hef_magic_missile	tower_magic	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
hef_wall_tower_03	fort_tower	hef_wall_tower	rock	16000	wh3_settlement_tower_hef_magic_missile_improved	tower_magic	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
ice_skull_mtn_a	generic	ice_skull_mtn_a	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ice_skull_mtn_b	generic	ice_skull_mtn_b	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ice_skull_mtn_c	generic	ice_skull_mtn_c	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
kho_tower_placement_01	fort_tower	glb_tower_wood_charred_01	rock	6000	wh3_survival_tower_kho_harvester_cannon	tower_piercing	100	tower_piercing	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_01	tower	kho	light_armoured_units	default
kho_tower_placement_02	fort_tower	glb_tower_wood_charred_01	rock	6000	wh3_survival_tower_kho_harvester_cannon_improved	tower_piercing	100	tower_piercing	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_02	tower	kho	light_armoured_units	default
kho_tower_placement_03	fort_tower	glb_tower_wood_charred_01	rock	6000	wh3_survival_tower_kho_skullcannon	tower_cannon	100	tower_cannon	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_cannon_03	tower	kho	heavy_armoured_units	default
kho_tower_placement_04	fort_tower	glb_tower_wood_charred_01	rock	6000	wh3_survival_tower_kho_skullcannon_improved	tower_cannon	100	tower_cannon	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_cannon_04	tower	kho	heavy_armoured_units	default
kho_wall_tower	fort_tower	chs_wall_tower	rock	12000	wh3_settlement_tower_kho_harvester_cannon	tower_cannon	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
kho_wall_tower_01	fort_tower	chs_wall_tower	rock	14000	wh3_settlement_tower_kho_harvester_cannon_improved	tower_cannon	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
kho_wall_tower_02	fort_tower	chs_wall_tower	rock	14000	wh3_settlement_tower_kho_skullcannon	tower_explosive	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
kho_wall_tower_03	fort_tower	chs_wall_tower	rock	16000	wh3_settlement_tower_kho_skullcannon_improved	tower_explosive	100	tower.tga	true	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
ksl_battlement_01	generic	ksl_battlement_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_02	generic	ksl_battlement_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_03	generic	ksl_battlement_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_add_01	generic	ksl_battlement_add_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_add_02	generic	ksl_battlement_add_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_base_01	generic	ksl_battlement_base_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_base_02	generic	ksl_battlement_base_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_base_03	generic	ksl_battlement_base_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_base_04	generic	ksl_battlement_base_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_butt_01	generic	ksl_battlement_butt_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_battlement_corner_01	generic	ksl_battlement_corner_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bedrock_exposed_01	generic	ksl_bedrock_exposed_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bedrock_exposed_02	generic	ksl_bedrock_exposed_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bedrock_exposed_03	generic	ksl_bedrock_exposed_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bedrock_exposed_04	generic	ksl_bedrock_exposed_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boris_frozen_01	generic	ksl_boris_frozen_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_01	generic	ksl_boulder_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_02	generic	ksl_boulder_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_03	generic	ksl_boulder_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_04	generic	ksl_boulder_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_05	generic	ksl_boulder_05	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_06	generic	ksl_boulder_06	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_07	generic	ksl_boulder_07	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_08	generic	ksl_boulder_08	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_exposed_01	generic	ksl_boulder_exposed_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_ground_a	generic	ksl_boulder_ground_a	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_ground_b	generic	ksl_boulder_ground_b	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_ground_c	generic	ksl_boulder_ground_c	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_boulder_ground_d	generic	ksl_boulder_ground_d	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bridge_01	generic	ksl_bridge_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bridge_02	generic	ksl_bridge_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bridge_110m_01	bridge	ksl_bridge_110m_01	rock	15		bridge	100	bridge.png	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bridge_32m_end_01	bridge	ksl_bridge_32m_end_01	rock	15		bridge	100	bridge.png	true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bridge_buttress_01	generic	ksl_bridge_buttress_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_bridge_tower_01	generic	ksl_bridge_tower_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_cliffblock_01	generic	ksl_cliffblock_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_cliffblock_01_blend	generic	ksl_cliffblock_01_blend	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
ksl_cliffblock_02	generic	ksl_cliffblock_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
